Name,Locality,Popularity,Price,Rating,Bike_Station_Coordinates,bikes,Place_Type
El Rancho Grande,Miami Beach,0.961348923,2.0,8.0,"25.8558358,-80.1232378",10,Restaurant
Taquiza North Beach,Miami Beach,0.983331723,1.0,9.0,"25.8558358,-80.1232378",10,Restaurant
Burgers & Shakes,Miami Beach,0.98869456,1.0,8.2,"25.8558358,-80.1232378",10,Restaurant
Katana Restaurant,Miami Beach,0.959947821,2.0,8.2,"25.8558358,-80.1232378",10,Restaurant
BurgerFi,Miami Beach,0.978838535,1.0,8.1,"25.8558358,-80.1232378",10,Restaurant
Little Brazil Miami,Miami Beach,0.945453667,2.0,7.8,"25.8558358,-80.1232378",10,Restaurant
Empanada House,Miami Beach,0.939172867,2.0,7.2,"25.852079,-80.13755",13,Restaurant
Las Vacas Gordas,Miami Beach,0.921345057,3.0,5.9,"25.852079,-80.13755",13,Restaurant
Cafe Prima Pasta,Miami Beach,0.979563243,2.0,9.1,"25.857971,-80.125305",7,Restaurant
George's Restaurant & Lounge,Miami Beach,0.967146584,3.0,8.5,"25.857971,-80.125305",7,Restaurant
Cachito Coffee & Bakery,Miami Beach,0.973427384,1.0,8.6,"25.857971,-80.125305",7,Bakery
Taquiza North Beach,Miami Beach,0.983331723,1.0,9.0,"25.857971,-80.125305",7,Restaurant
Locura Marina Peruvian Restaurant,Miami Beach,0.958208523,2.0,8.5,"25.857971,-80.125305",7,Restaurant
Katana Restaurant,Miami Beach,0.959947821,2.0,8.2,"25.857971,-80.125305",7,Restaurant
Burgers & Shakes,Miami Beach,0.98869456,1.0,8.2,"25.857971,-80.125305",7,Restaurant
El Rancho Grande,Miami Beach,0.961348923,2.0,8.0,"25.857971,-80.125305",7,Restaurant
Dolci Di Sicilia,Miami Beach,0.957000676,1.0,7.5,"25.857971,-80.125305",7,Bakery
George's Restaurant & Lounge,Miami Beach,0.967146584,3.0,8.5,"25.858234,-80.121002",0,Restaurant
Taquiza North Beach,Miami Beach,0.983331723,1.0,9.0,"25.858234,-80.121002",0,Restaurant
Locura Marina Peruvian Restaurant,Miami Beach,0.958208523,2.0,8.5,"25.858234,-80.121002",0,Restaurant
Cafe Prima Pasta,Miami Beach,0.979563243,2.0,9.1,"25.858234,-80.121002",0,Restaurant
Cachito Coffee & Bakery,Miami Beach,0.973427384,1.0,8.6,"25.858234,-80.121002",0,Bakery
Burgers & Shakes,Miami Beach,0.98869456,1.0,8.2,"25.858234,-80.121002",0,Restaurant
El Rancho Grande,Miami Beach,0.961348923,2.0,8.0,"25.858234,-80.121002",0,Restaurant
Churros Manolo,Miami Beach,0.994492221,2.0,7.7,"25.858234,-80.121002",0,Restaurant
Sazon Cuban Cuisine,Miami Beach,0.973137501,2.0,7.6,"25.858234,-80.121002",0,Restaurant
Little Brazil Miami,Miami Beach,0.945453667,2.0,7.8,"25.858234,-80.121002",0,Restaurant
Taquiza North Beach,Miami Beach,0.983331723,1.0,9.0,"25.861253,-80.120704",3,Restaurant
Burgers & Shakes,Miami Beach,0.98869456,1.0,8.2,"25.861253,-80.120704",3,Restaurant
Cafe Prima Pasta,Miami Beach,0.979563243,2.0,9.1,"25.861253,-80.120704",3,Restaurant
George's Restaurant & Lounge,Miami Beach,0.967146584,3.0,8.5,"25.861253,-80.120704",3,Restaurant
Locura Marina Peruvian Restaurant,Miami Beach,0.958208523,2.0,8.5,"25.861253,-80.120704",3,Restaurant
Cachito Coffee & Bakery,Miami Beach,0.973427384,1.0,8.6,"25.861253,-80.120704",3,Bakery
Churros Manolo,Miami Beach,0.994492221,2.0,7.7,"25.861253,-80.120704",3,Restaurant
El Rancho Grande,Miami Beach,0.961348923,2.0,8.0,"25.861253,-80.120704",3,Restaurant
Sazon Cuban Cuisine,Miami Beach,0.973137501,2.0,7.6,"25.861253,-80.120704",3,Restaurant
La Sandwicherie,Miami Beach,0.971301575,1.0,7.3,"25.861253,-80.120704",3,Bakery
Taquiza North Beach,Miami Beach,0.983331723,1.0,9.0,"25.8642,-80.121223",5,Restaurant
Burgers & Shakes,Miami Beach,0.98869456,1.0,8.2,"25.8642,-80.121223",5,Restaurant
Cafe Prima Pasta,Miami Beach,0.979563243,2.0,9.1,"25.8642,-80.121223",5,Restaurant
George's Restaurant & Lounge,Miami Beach,0.967146584,3.0,8.5,"25.8642,-80.121223",5,Restaurant
Locura Marina Peruvian Restaurant,Miami Beach,0.958208523,2.0,8.5,"25.8642,-80.121223",5,Restaurant
Cachito Coffee & Bakery,Miami Beach,0.973427384,1.0,8.6,"25.8642,-80.121223",5,Bakery
El Rancho Grande,Miami Beach,0.961348923,2.0,8.0,"25.8642,-80.121223",5,Restaurant
Churros Manolo,Miami Beach,0.994492221,2.0,7.7,"25.8642,-80.121223",5,Restaurant
Sazon Cuban Cuisine,Miami Beach,0.973137501,2.0,7.6,"25.8642,-80.121223",5,Restaurant
Little Brazil Miami,Miami Beach,0.945453667,2.0,7.8,"25.8642,-80.121223",5,Restaurant
Lido Restaurant at The Surf Club,Surfside,0.992753623,2.0,7.4,"25.873098,-80.122093",0,Restaurant
Cafe Ragazzi,Surfside,0.972463768,4.0,8.9,"25.88108,-80.122207",1,Restaurant
Josh's Deli,Surfside,0.937681159,2.0,8.5,"25.88108,-80.122207",1,Restaurant
Flanigan's Seafood Bar & Grill,Surfside,0.994202899,2.0,8.4,"25.88108,-80.122207",1,Bar
Carpaccio,Bal Harbour,0.989247312,4.0,9.0,"25.88108,-80.122207",1,Restaurant
Makoto,Bal Harbour,0.991039427,3.0,8.6,"25.88108,-80.122207",1,Restaurant
Starbucks,Surfside,0.989855072,1.0,8.1,"25.88108,-80.122207",1,Café
The Harbour Grill,Surfside,0.960869565,2.0,7.6,"25.88108,-80.122207",1,Restaurant
Hillstone,Bal Harbour,0.967741935,3.0,8.4,"25.88108,-80.122207",1,Restaurant
26 Sushi & Tapas,Surfside,0.910144928,2.0,7.7,"25.88108,-80.122207",1,Restaurant
Sushi Republic,Surfside,0.949275362,2.0,7.8,"25.88108,-80.122207",1,Restaurant
Cafe Ragazzi,Surfside,0.972463768,4.0,8.9,"25.8834214,-80.123717",2,Restaurant
Josh's Deli,Surfside,0.937681159,2.0,8.5,"25.8834214,-80.123717",2,Restaurant
Flanigan's Seafood Bar & Grill,Surfside,0.994202899,2.0,8.4,"25.8834214,-80.123717",2,Bar
Carpaccio,Bal Harbour,0.989247312,4.0,9.0,"25.8834214,-80.123717",2,Restaurant
The Harbour Grill,Surfside,0.960869565,2.0,7.6,"25.8834214,-80.123717",2,Restaurant
Makoto,Bal Harbour,0.991039427,3.0,8.6,"25.8834214,-80.123717",2,Restaurant
Starbucks,Surfside,0.989855072,1.0,8.1,"25.8834214,-80.123717",2,Café
26 Sushi & Tapas,Surfside,0.910144928,2.0,7.7,"25.8834214,-80.123717",2,Restaurant
Hillstone,Bal Harbour,0.967741935,3.0,8.4,"25.8834214,-80.123717",2,Restaurant
The Palm - Miami,Bay Harbor Islands,0.989795918,4.0,8.8,"25.8834214,-80.123717",2,Restaurant
Carpaccio,Bal Harbour,0.989247312,4.0,9.0,"25.8871218,-80.1219757",1,Restaurant
Cafe Ragazzi,Surfside,0.972463768,4.0,8.9,"25.8871218,-80.1219757",1,Restaurant
Josh's Deli,Surfside,0.937681159,2.0,8.5,"25.8871218,-80.1219757",1,Restaurant
Flanigan's Seafood Bar & Grill,Surfside,0.994202899,2.0,8.4,"25.8871218,-80.1219757",1,Bar
Makoto,Bal Harbour,0.991039427,3.0,8.6,"25.8871218,-80.1219757",1,Restaurant
Hillstone,Bal Harbour,0.967741935,3.0,8.4,"25.8871218,-80.1219757",1,Restaurant
Starbucks,Surfside,0.989855072,1.0,8.1,"25.8871218,-80.1219757",1,Café
Sushi Republic,Surfside,0.949275362,2.0,7.8,"25.8871218,-80.1219757",1,Restaurant
The Palm - Miami,Bay Harbor Islands,0.989795918,4.0,8.8,"25.8871218,-80.1219757",1,Restaurant
26 Sushi & Tapas,Surfside,0.910144928,2.0,7.7,"25.8871218,-80.1219757",1,Restaurant
The Palm - Miami,Bay Harbor Islands,0.989795918,4.0,8.8,"25.887449,-80.133323",2,Restaurant
Emilio's Trattoria,Bay Harbor Islands,0.965986395,4.0,8.3,"25.887449,-80.133323",2,Restaurant
Carpaccio,Bal Harbour,0.989247312,4.0,9.0,"25.887449,-80.133323",2,Restaurant
Makoto,Bal Harbour,0.991039427,3.0,8.6,"25.887449,-80.133323",2,Restaurant
Cafe Ragazzi,Surfside,0.972463768,4.0,8.9,"25.887449,-80.133323",2,Restaurant
Lepine Restaurant,Bay Harbor Islands,0.960884354,2.0,7.5,"25.887449,-80.133323",2,Restaurant
Hillstone,Bal Harbour,0.967741935,3.0,8.4,"25.887449,-80.133323",2,Restaurant
Flanigan's Seafood Bar & Grill,Surfside,0.994202899,2.0,8.4,"25.887449,-80.133323",2,Bar
Coffee Break Enjoy,Bay Harbor Islands,0.988095238,1.0,7.1,"25.887449,-80.133323",2,Bakery
Starbucks,Surfside,0.989855072,1.0,8.1,"25.887449,-80.133323",2,Café
The Palm - Miami,Bay Harbor Islands,0.989795918,4.0,8.8,"25.893302,-80.132423",9,Restaurant
Carpaccio,Bal Harbour,0.989247312,4.0,9.0,"25.893302,-80.132423",9,Restaurant
Emilio's Trattoria,Bay Harbor Islands,0.965986395,4.0,8.3,"25.893302,-80.132423",9,Restaurant
Makoto,Bal Harbour,0.991039427,3.0,8.6,"25.893302,-80.132423",9,Restaurant
Hillstone,Bal Harbour,0.967741935,3.0,8.4,"25.893302,-80.132423",9,Restaurant
Lepine Restaurant,Bay Harbor Islands,0.960884354,2.0,7.5,"25.893302,-80.132423",9,Restaurant
Le Zoo,Bal Harbour,0.982078853,3.0,7.4,"25.893302,-80.132423",9,Restaurant
Coffee Break Enjoy,Bay Harbor Islands,0.988095238,1.0,7.1,"25.893302,-80.132423",9,Bakery
Open Kitchen,Bay Harbor Islands,0.976190476,3.0,7.1,"25.893302,-80.132423",9,Restaurant
Puerto Sagua Restaurant,Miami Beach,0.996328148,2.0,8.6,"25.777514,-80.133384",1,Restaurant
Rosetta Bakery,Miami Beach,0.96985216,1.0,9.0,"25.777514,-80.133384",1,Bakery
Las Olas Cafe,Miami Beach,0.977534061,1.0,8.6,"25.777514,-80.133384",1,Restaurant
Gelato-go South Beach,Miami Beach,0.976181274,1.0,8.7,"25.777514,-80.133384",1,Café
Mango's Tropical Cafe,Miami Beach,0.998212388,2.0,8.4,"25.777514,-80.133384",1,Restaurant
The Local House,Miami Beach,0.986133926,2.0,8.7,"25.777514,-80.133384",1,Restaurant
A Fish Called Avalon,Miami Beach,0.974200406,4.0,8.0,"25.777514,-80.133384",1,Restaurant
Fratelli La Bufala - Miami Beach,Miami Beach,0.969562277,2.0,8.2,"25.777514,-80.133384",1,Restaurant
Havana Vieja,Miami Beach,0.977002609,2.0,8.0,"25.777514,-80.133384",1,Bar
Cvi.Che 105,Miami Beach,0.976422843,2.0,9.0,"25.790462,-80.143982",5,Restaurant
Bodega Taqueria y Tequila South Beach,Miami Beach,0.995071988,2.0,9.0,"25.790462,-80.143982",5,Bar
Stiltsville Fish Bar,Miami Beach,0.949125519,4.0,8.8,"25.790462,-80.143982",5,Bar
SuViche,Miami Beach,0.96671176,2.0,9.1,"25.790462,-80.143982",5,Restaurant
Yardbird Southern Table & Bar,Miami Beach,0.992559668,3.0,9.2,"25.790462,-80.143982",5,Restaurant
Shake Shack,Miami Beach,0.990047348,1.0,8.9,"25.790462,-80.143982",5,Restaurant
Yard House,Miami Beach,0.992607981,2.0,8.9,"25.790462,-80.143982",5,Restaurant
Segafredo L'Originale,Miami Beach,0.97526331,2.0,8.8,"25.790462,-80.143982",5,Bar
Sushi Garage,Miami Beach,0.961010726,2.0,8.5,"25.790462,-80.143982",5,Restaurant
Flamingo Cafe,Miami Beach,0.995893323,1.0,8.4,"25.790462,-80.143982",5,Café
Katana Restaurant,Miami Beach,0.959947821,2.0,8.2,"25.854495,-80.132502",13,Restaurant
Sawaddee Thai & Sushi,Miami Beach,0.961300609,2.0,8.1,"25.854495,-80.132502",13,Restaurant
Rouge,Miami Beach,0.876606435,3.0,8.0,"25.854495,-80.132502",13,Restaurant
Cafe Prima Pasta,Miami Beach,0.979563243,2.0,9.1,"25.854495,-80.132502",13,Restaurant
Dolci Di Sicilia,Miami Beach,0.957000676,1.0,7.5,"25.854495,-80.132502",13,Bakery
Las Vacas Gordas,Miami Beach,0.921345057,3.0,5.9,"25.854495,-80.132502",13,Restaurant
Starbucks,Coconut Grove,0.987524738,1.0,8.7,"25.734206,-80.230671",2,Café
Monty's Stone Crab,Coconut Grove,0.990882103,2.0,8.5,"25.734206,-80.230671",2,Restaurant
Flanigan's Seafood Bar & Grill,Coconut Grove,0.996819338,2.0,9.0,"25.734206,-80.230671",2,Bar
Happy Wine In The Grov,Miami,0.974572378,2.0,9.0,"25.734206,-80.230671",2,Bar
Berries,Miami,0.978336161,2.0,8.8,"25.734206,-80.230671",2,Restaurant
The Original Daily Bread Marketplace,Miami,0.97156842,1.0,8.7,"25.734206,-80.230671",2,Restaurant
Sushi Maki,Miami,0.895851004,2.0,7.2,"25.734206,-80.230671",2,Restaurant
Pollo Tropical,Miami,0.98448544,1.0,7.9,"25.734206,-80.230671",2,Restaurant
Coral Bagels,Miami,0.963687447,1.0,7.2,"25.734206,-80.230671",2,Bakery
Laughing Loggerhead,Miami,0.886468052,2.0,7.0,"25.734206,-80.230671",2,Bar
Starbucks,Coconut Grove,0.987524738,1.0,8.7,"25.730382,-80.235583",4,Café
Bombay Darbar,Miami,0.977682358,2.0,9.0,"25.730382,-80.235583",4,Restaurant
Monty's Stone Crab,Coconut Grove,0.990882103,2.0,8.5,"25.730382,-80.235583",4,Restaurant
Flanigan's Seafood Bar & Grill,Coconut Grove,0.996819338,2.0,9.0,"25.730382,-80.235583",4,Bar
Happy Wine In The Grov,Miami,0.974572378,2.0,9.0,"25.730382,-80.235583",4,Bar
Jaguar Ceviche Spoon Bar,Miami,0.972999717,2.0,8.6,"25.730382,-80.235583",4,Restaurant
Le Pain Quotidien,Miami,0.952608142,1.0,8.6,"25.730382,-80.235583",4,Café
Greenstreet Cafe,Coconut Grove,0.986994628,2.0,8.9,"25.730382,-80.235583",4,Restaurant
Harry's Pizzeria,Coconut Grove,0.953314956,2.0,8.4,"25.730382,-80.235583",4,Restaurant
Berries,Miami,0.978336161,2.0,8.8,"25.730382,-80.235583",4,Restaurant
Blue Collar,Miami,0.939797144,3.0,8.8,"25.835972,-80.184035",4,Restaurant
Panther Coffee,Miami,0.961708369,1.0,8.0,"25.835972,-80.184035",4,Café
Dogma,Miami,0.938136132,1.0,8.9,"25.835972,-80.184035",4,Restaurant
Luna Pasta,Miami,0.933630195,2.0,8.3,"25.835972,-80.184035",4,Restaurant
El Bagel,Miami,0.975120158,1.0,8.3,"25.835972,-80.184035",4,Restaurant
BarMeli69,Miami,0.94368462,2.0,8.1,"25.835972,-80.184035",4,Restaurant
Starbucks,Miami,0.985121572,2.0,7.7,"25.835972,-80.184035",4,Café
NiDo Caffe Italian Restaurant,Miami,0.923593441,2.0,8.7,"25.835972,-80.184035",4,Restaurant
Phuc Yea Viet-Cajun,Miami,0.946829941,2.0,8.1,"25.835972,-80.184035",4,Restaurant
Starbucks,Miami Beach,0.995651754,1.0,8.3,"25.8135937,-80.1316858",7,Café
Cafe Avanti,Miami Beach,0.939897575,3.0,7.8,"25.8135937,-80.1316858",7,Restaurant
Latin Cafe,Miami Beach,0.972895932,2.0,7.6,"25.8135937,-80.1316858",7,Restaurant
Tasti Cafe,Miami Beach,0.967194898,1.0,7.4,"25.8135937,-80.1316858",7,Café
Subway,Miami Beach,0.947241279,1.0,7.3,"25.8135937,-80.1316858",7,Restaurant
Oceanfront Surfside Tiki Bar,Miami Beach,0.870663832,2.0,7.6,"25.8135937,-80.1316858",7,Bar
Chicken Kitchen,Miami Beach,0.960334332,2.0,6.5,"25.8135937,-80.1316858",7,Restaurant
Mandolin Aegean Bistro,Miami,0.980615635,3.0,9.4,"25.8202417,-80.1876939",4,Restaurant
Buena Vista Deli,Miami,0.944479785,2.0,8.6,"25.8202417,-80.1876939",4,Bakery
Mrs. Mandolin,Miami,0.92253322,1.0,8.6,"25.8202417,-80.1876939",4,Café
Fiorito,Miami,0.98863797,2.0,9.3,"25.8202417,-80.1876939",4,Restaurant
MC Kitchen,Miami,0.93905499,3.0,8.6,"25.8202417,-80.1876939",4,Restaurant
CHICA Miami,Miami,0.96071883,1.0,8.5,"25.8202417,-80.1876939",4,Bar
COTE Miami,Miami,0.971815804,2.0,8.9,"25.8202417,-80.1876939",4,Restaurant
Michael's Genuine Food & Drink,Miami,0.963546084,3.0,8.9,"25.8202417,-80.1876939",4,Restaurant
Mercato in Design District,Miami,0.903025163,1.0,8.2,"25.8202417,-80.1876939",4,Café
CHICA Miami,Miami,0.96071883,1.0,8.5,"25.827261,-80.186922",4,Bar
Fiorito,Miami,0.98863797,2.0,9.3,"25.827261,-80.186922",4,Restaurant
Vista,Miami,0.945292621,2.0,8.1,"25.827261,-80.186922",4,Bar
Panther Coffee,Miami,0.961708369,1.0,8.0,"25.827261,-80.186922",4,Café
Go To Sushi,Miami,0.94007987,2.0,7.3,"25.827261,-80.186922",4,Restaurant
Starbucks,Miami,0.985121572,2.0,7.7,"25.827261,-80.186922",4,Café
El Turco Turkish Food,Miami,0.966656064,2.0,7.5,"25.827261,-80.186922",4,Restaurant
'O Munaciello,Miami,0.92771063,2.0,7.4,"25.827261,-80.186922",4,Bar
COTE Miami,Miami,0.971815804,2.0,8.9,"25.813662,-80.189196",5,Restaurant
Mandolin Aegean Bistro,Miami,0.980615635,3.0,9.4,"25.813662,-80.189196",5,Restaurant
MC Kitchen,Miami,0.93905499,3.0,8.6,"25.813662,-80.189196",5,Restaurant
Michael's Genuine Food & Drink,Miami,0.963546084,3.0,8.9,"25.813662,-80.189196",5,Restaurant
Mrs. Mandolin,Miami,0.92253322,1.0,8.6,"25.813662,-80.189196",5,Café
Mercato in Design District,Miami,0.903025163,1.0,8.2,"25.813662,-80.189196",5,Café
Lagniappe,Miami,0.98452078,2.0,9.2,"25.813662,-80.189196",5,Bar
Salumeria 104,Miami,0.978124116,3.0,9.0,"25.813662,-80.189196",5,Restaurant
Buena Vista Deli,Miami,0.944479785,2.0,8.6,"25.813662,-80.189196",5,Bakery
La Latina,Miami,0.970790925,2.0,8.3,"25.813662,-80.189196",5,Restaurant
Jaguar Sun,Miami,0.969730704,3.0,8.3,"25.7797147,-80.1890455",7,Bar
Cvi.Che 105,Miami,0.979555414,2.0,9.1,"25.7797147,-80.1890455",7,Restaurant
Bubba Gump Shrimp Co,Miami,0.992401753,3.0,8.2,"25.7797147,-80.1890455",7,Restaurant
Pollos Y Jarras,Miami,0.962220809,2.0,8.5,"25.7797147,-80.1890455",7,Restaurant
All Day,Miami,0.969607012,1.0,9.1,"25.7797147,-80.1890455",7,Café
Hard Rock Cafe,Miami,0.991518236,3.0,8.3,"25.7797147,-80.1890455",7,Restaurant
The Corner,Miami,0.975084818,2.0,8.8,"25.7797147,-80.1890455",7,Bar
Cafe Bastille,Miami,0.969377297,2.0,8.6,"25.7797147,-80.1890455",7,Café
Verde,Miami,0.976586797,3.0,8.7,"25.7797147,-80.1890455",7,Restaurant
Stanzione 87,Miami,0.956442607,2.0,8.8,"25.7653626,-80.1949821",6,Restaurant
Casa Tua Cucina,Miami,0.993408962,2.0,9.0,"25.7653626,-80.1949821",6,Bar
Blackbird Ordinary,Miami,0.989503817,2.0,8.6,"25.7653626,-80.1949821",6,Bar
North Italia,Miami,0.978901612,3.0,8.6,"25.7653626,-80.1949821",6,Restaurant
La Sandwicherie,Miami,0.991376873,1.0,8.6,"25.7653626,-80.1949821",6,Restaurant
Sugar,Miami,0.996465932,2.0,9.1,"25.7653626,-80.1949821",6,Bar
Toscana Divino,Miami,0.969854396,3.0,8.5,"25.7653626,-80.1949821",6,Restaurant
Baires Grill Brickell,Miami,0.977841391,4.0,8.6,"25.7653626,-80.1949821",6,Restaurant
The River Oyster Bar,Miami,0.973035058,3.0,9.0,"25.7653626,-80.1949821",6,Restaurant
Gyu-Kaku Japanese BBQ,Miami,0.983937659,2.0,8.9,"25.7653626,-80.1949821",6,Restaurant
The River Oyster Bar,Miami,0.973035058,3.0,9.0,"25.7674054,-80.1920305",2,Restaurant
Sugar,Miami,0.996465932,2.0,9.1,"25.7674054,-80.1920305",2,Bar
B Bistro + Bakery,Miami,0.977965083,1.0,8.9,"25.7674054,-80.1920305",2,Bakery
Truluck's,Miami,0.986729573,4.0,8.9,"25.7674054,-80.1920305",2,Restaurant
Casa Tua Cucina,Miami,0.993408962,2.0,9.0,"25.7674054,-80.1920305",2,Bar
The Capital Grille,Miami,0.965136415,3.0,9.0,"25.7674054,-80.1920305",2,Restaurant
Komodo (Miami),Miami,0.984662143,4.0,8.8,"25.7674054,-80.1920305",2,Restaurant
La Sandwicherie,Miami,0.991376873,1.0,8.6,"25.7674054,-80.1920305",2,Restaurant
Zuma Miami,Miami,0.972699321,4.0,9.1,"25.7674054,-80.1920305",2,Restaurant
SUGARCANE raw bar grill,Miami,0.969394967,3.0,8.9,"25.8074771,-80.1951626",9,Restaurant
Salumeria 104,Miami,0.978124116,3.0,9.0,"25.8074771,-80.1951626",9,Restaurant
Pasion Del Cielo Coffee,Miami,0.981110404,1.0,8.4,"25.8074771,-80.1951626",9,Café
Lagniappe,Miami,0.98452078,2.0,9.2,"25.8074771,-80.1951626",9,Bar
Enriqueta's Sandwich Shop,Miami,0.989291773,1.0,8.8,"25.8074771,-80.1951626",9,Restaurant
Beaker & Gray,Miami,0.970296155,3.0,8.7,"25.8074771,-80.1951626",9,Bar
Morgan's Restaurant,Miami,0.965843229,2.0,8.2,"25.8074771,-80.1951626",9,Restaurant
Veza Sur Brewing Co,Miami,0.971780464,2.0,9.1,"25.8074771,-80.1951626",9,Bar
Michael's Genuine Food & Drink,Miami,0.963546084,3.0,8.9,"25.8074771,-80.1951626",9,Restaurant
Fiorito,Miami,0.98863797,2.0,9.3,"25.830476,-80.1920722",5,Restaurant
CHICA Miami,Miami,0.96071883,1.0,8.5,"25.830476,-80.1920722",5,Bar
Panther Coffee,Miami,0.979166667,1.0,8.8,"25.830476,-80.1920722",5,Café
Clive's Cafe,Miami,0.972063189,2.0,8.5,"25.830476,-80.1920722",5,Café
Panther Coffee,Miami,0.961708369,1.0,8.0,"25.830476,-80.1920722",5,Café
Starbucks,Miami,0.985121572,2.0,7.7,"25.830476,-80.1920722",5,Café
El Turco Turkish Food,Miami,0.966656064,2.0,7.5,"25.830476,-80.1920722",5,Restaurant
'O Munaciello,Miami,0.92771063,2.0,7.4,"25.830476,-80.1920722",5,Bar
Mandolin Aegean Bistro,Miami,0.980615635,3.0,9.4,"25.814942,-80.19159",1,Restaurant
Mrs. Mandolin,Miami,0.92253322,1.0,8.6,"25.814942,-80.19159",1,Café
MC Kitchen,Miami,0.93905499,3.0,8.6,"25.814942,-80.19159",1,Restaurant
Michael's Genuine Food & Drink,Miami,0.963546084,3.0,8.9,"25.814942,-80.19159",1,Restaurant
COTE Miami,Miami,0.971815804,2.0,8.9,"25.814942,-80.19159",1,Restaurant
Mercato in Design District,Miami,0.903025163,1.0,8.2,"25.814942,-80.19159",1,Café
Buena Vista Deli,Miami,0.944479785,2.0,8.6,"25.814942,-80.19159",1,Bakery
Contessa Miami,Miami,0.983760956,2.0,8.1,"25.814942,-80.19159",1,Restaurant
Lagniappe,Miami,0.98452078,2.0,9.2,"25.814942,-80.19159",1,Bar
Salumeria 104,Miami,0.978124116,3.0,9.0,"25.814942,-80.19159",1,Restaurant
Dogma,Miami,0.938136132,1.0,8.9,"25.8409532,-80.1839999",3,Restaurant
NiDo Caffe Italian Restaurant,Miami,0.923593441,2.0,8.7,"25.8409532,-80.1839999",3,Restaurant
Moshi Moshi,Miami,0.969341956,2.0,8.3,"25.8409532,-80.1839999",3,Restaurant
Phuc Yea Viet-Cajun,Miami,0.946829941,2.0,8.1,"25.8409532,-80.1839999",3,Restaurant
Blue Collar,Miami,0.939797144,3.0,8.8,"25.8409532,-80.1839999",3,Restaurant
El Bagel,Miami,0.975120158,1.0,8.3,"25.8409532,-80.1839999",3,Restaurant
BarMeli69,Miami,0.94368462,2.0,8.1,"25.8409532,-80.1839999",3,Restaurant
Ironside Pizza,Miami,0.936210065,2.0,8.9,"25.8409532,-80.1839999",3,Restaurant
Enriqueta's Sandwich Shop,Miami,0.989291773,1.0,8.8,"25.8033602,-80.1920503",6,Restaurant
Midtown Creamery,Miami,0.960612807,1.0,8.6,"25.8033602,-80.1920503",6,Restaurant
Beaker & Gray,Miami,0.970296155,3.0,8.7,"25.8033602,-80.1920503",6,Bar
SUGARCANE raw bar grill,Miami,0.969394967,3.0,8.9,"25.8033602,-80.1920503",6,Restaurant
Veza Sur Brewing Co,Miami,0.971780464,2.0,9.1,"25.8033602,-80.1920503",6,Bar
Morgan's Restaurant,Miami,0.965843229,2.0,8.2,"25.8033602,-80.1920503",6,Restaurant
Sabor A Peru,Miami,0.969218264,2.0,8.3,"25.8033602,-80.1920503",6,Restaurant
The Salty Donut,Miami,0.982789087,1.0,9.1,"25.8033602,-80.1920503",6,Café
Fireman Derek's Bake Shop & Cafe,Miami,0.959587928,2.0,8.2,"25.8033602,-80.1920503",6,Bakery
Lagniappe,Miami,0.98452078,2.0,9.2,"25.8033602,-80.1920503",6,Bar
Starbucks,Miami Beach,0.985215963,1.0,8.7,"25.8047295,-80.1246196",9,Café
Broken Shaker,Miami Beach,0.982220504,2.0,9.4,"25.8047295,-80.1246196",9,Bar
Matador Room,Miami Beach,0.955068123,3.0,8.5,"25.8047295,-80.1246196",9,Restaurant
Ceviches by Divino,Miami Beach,0.975988018,3.0,8.3,"25.8047295,-80.1246196",9,Restaurant
Twenty Seven,Miami Beach,0.957435501,2.0,8.7,"25.8047295,-80.1246196",9,Restaurant
The Living Room - Faena Hotel Miami Beach,Miami Beach,0.956372596,3.0,8.7,"25.8047295,-80.1246196",9,Bar
Habitat,Miami Beach,0.982075563,3.0,8.5,"25.8047295,-80.1246196",9,Restaurant
Market at EDITION,Miami Beach,0.979998067,1.0,7.5,"25.8047295,-80.1246196",9,Café
Villa Azur,Miami Beach,0.967871292,4.0,8.5,"25.8047295,-80.1246196",9,Restaurant
Tacos vs Burritos Cantina,Miami Beach,0.947434535,1.0,8.0,"25.8561371,-80.1447683",2,Restaurant
Benihana,North Bay Village,0.976331361,2.0,8.2,"25.8561371,-80.1447683",2,Restaurant
Shuckers Bar and Grill,North Bay Village,0.99408284,3.0,7.6,"25.8561371,-80.1447683",2,Restaurant
Happys Stork Lounge,North Bay Village,0.966469428,3.0,7.3,"25.8561371,-80.1447683",2,Bar
Cvi.Che 105,Miami Beach,0.976422843,2.0,9.0,"25.7910019,-80.1424965",11,Restaurant
Bodega Taqueria y Tequila South Beach,Miami Beach,0.995071988,2.0,9.0,"25.7910019,-80.1424965",11,Bar
Shake Shack,Miami Beach,0.990047348,1.0,8.9,"25.7910019,-80.1424965",11,Restaurant
Yard House,Miami Beach,0.992607981,2.0,8.9,"25.7910019,-80.1424965",11,Restaurant
SuViche,Miami Beach,0.96671176,2.0,9.1,"25.7910019,-80.1424965",11,Restaurant
Yardbird Southern Table & Bar,Miami Beach,0.992559668,3.0,9.2,"25.7910019,-80.1424965",11,Restaurant
Segafredo L'Originale,Miami Beach,0.97526331,2.0,8.8,"25.7910019,-80.1424965",11,Bar
Stiltsville Fish Bar,Miami Beach,0.949125519,4.0,8.8,"25.7910019,-80.1424965",11,Bar
